Vehicle ID,Make,Short Model,Long Model,Trim,Derivative,Year introduced,Year discontinued,Currently Available
76533,MERCEDES-BENZ,E CLASS,E CLASS AMG SALOON,AMG,E43 4Matic 4dr 9G-Tronic,2016,,Y
76534,MERCEDES-BENZ,E CLASS,E CLASS AMG SALOON,AMG,E43 4Matic Premium 4dr 9G-Tronic,2016,,Y
76535,MERCEDES-BENZ,E CLASS,E CLASS AMG SALOON,AMG,E43 4Matic Premium Plus 4dr 9G-Tronic,2016,,Y
78700,MERCEDES-BENZ,E CLASS,E CLASS AMG SALOON,AMG,E63 4Matic+ 4dr 9G-Tronic,2017,,Y
78701,MERCEDES-BENZ,E CLASS,E CLASS AMG SALOON,AMG,E63 4Matic+ Premium 4dr 9G-Tronic,2017,,Y
78702,MERCEDES-BENZ,E CLASS,E CLASS AMG SALOON,AMG S,E63 S 4Matic+ 4dr 9G-Tronic,2017,,Y
78703,MERCEDES-BENZ,E CLASS,E CLASS AMG SALOON,AMG S,E63 S 4Matic+ Premium 4dr 9G-Tronic,2017,,Y
77212,MERCEDES-BENZ,E CLASS,E CLASS AMG ESTATE,AMG,E43 4Matic 5dr 9G-Tronic,2016,,Y
77213,MERCEDES-BENZ,E CLASS,E CLASS AMG ESTATE,AMG,E43 4Matic Premium 5dr 9G-Tronic,2016,,Y
77214,MERCEDES-BENZ,E CLASS,E CLASS AMG ESTATE,AMG,E43 4Matic Premium Plus 5dr 9G-Tronic,2016,,Y
80420,MERCEDES-BENZ,E CLASS,E CLASS AMG ESTATE,AMG,E63 4Matic+ 5dr 9G-Tronic,2017,,Y
80421,MERCEDES-BENZ,E CLASS,E CLASS AMG ESTATE,AMG,E63 4Matic+ Premium 5dr 9G-Tronic,2017,,Y
80422,MERCEDES-BENZ,E CLASS,E CLASS AMG ESTATE,AMG,E63 S 4Matic+ 5dr 9G-Tronic,2017,,Y
80423,MERCEDES-BENZ,E CLASS,E CLASS AMG ESTATE,AMG,E63 S 4Matic+ Premium 5dr 9G-Tronic,2017,,Y
78704,MERCEDES-BENZ,E CLASS,E CLASS AMG SALOON SPECIAL EDITION,AMG S Edition 1,E63 S 4Matic+ Edition 1 4dr 9G-Tronic,2017,,Y
80424,MERCEDES-BENZ,E CLASS,E CLASS AMG ESTATE SPECIAL EDITION,AMG S Edition 1,E63 S 4Matic+ Edition 1 5dr 9G-Tronic,2017,,Y
79615,MERCEDES-BENZ,SLC,SLC ROADSTER,AMG Line,SLC 180 AMG Line 2dr,2017,,Y
79616,MERCEDES-BENZ,SLC,SLC ROADSTER,AMG Line,SLC 180 AMG Line 2dr 9G-Tronic,2017,,Y
73855,MERCEDES-BENZ,SLC,SLC ROADSTER,Sport,SLC 200 Sport 2dr,2016,,Y
73856,MERCEDES-BENZ,SLC,SLC ROADSTER,Sport,SLC 200 Sport 2dr 9G-Tronic,2016,,Y
73857,MERCEDES-BENZ,SLC,SLC ROADSTER,AMG Line,SLC 200 AMG Line 2dr,2016,,Y
73858,MERCEDES-BENZ,SLC,SLC ROADSTER,AMG Line,SLC 200 AMG Line 2dr 9G-Tronic,2016,,Y
73859,MERCEDES-BENZ,SLC,SLC ROADSTER,AMG Line,SLC 300 AMG Line 2dr 9G-Tronic,2016,,Y
73862,MERCEDES-BENZ,SLC,SLC AMG ROADSTER,AMG,SLC 43 2dr 9G-Tronic,2016,,Y
75247,MERCEDES-BENZ,CLS,CLS COUPE,AMG Line,CLS 400 AMG Line 4dr 9G-Tronic,2016,,Y
69600,MERCEDES-BENZ,CLS,CLS DIESEL COUPE,AMG Line,CLS 220d AMG Line 4dr 7G-Tronic,2015,,Y
69601,MERCEDES-BENZ,CLS,CLS DIESEL COUPE,AMG Line,CLS 220d AMG Line Premium 4dr 7G-Tronic,2015,,Y
69602,MERCEDES-BENZ,CLS,CLS DIESEL COUPE,AMG Line,CLS 220d AMG Line Premium Plus 4dr 7G-Tronic,2015,,Y
69603,MERCEDES-BENZ,CLS,CLS DIESEL COUPE,AMG Line,CLS 350d AMG Line 4dr 9G-Tronic,2015,,Y
69604,MERCEDES-BENZ,CLS,CLS DIESEL COUPE,AMG Line,CLS 350d AMG Line Premium 4dr 9G-Tronic,2015,,Y
69605,MERCEDES-BENZ,CLS,CLS DIESEL COUPE,AMG Line,CLS 350d AMG Line Premium Plus 4dr 9G-Tronic,2015,,Y
69606,MERCEDES-BENZ,CLS,CLS DIESEL SHOOTING BRAKE,AMG Line,CLS 220d AMG Line 5dr 7G-Tronic,2015,,Y
69607,MERCEDES-BENZ,CLS,CLS DIESEL SHOOTING BRAKE,AMG Line,CLS 220d AMG Line Premium 5dr 7G-Tronic,2015,,Y
69608,MERCEDES-BENZ,CLS,CLS DIESEL SHOOTING BRAKE,AMG Line,CLS 220d AMG Line Premium Plus 5dr 7G-Tronic,2015,,Y
69609,MERCEDES-BENZ,CLS,CLS DIESEL SHOOTING BRAKE,AMG Line,CLS 350d AMG Line 5dr 9G-Tronic,2015,,Y
69610,MERCEDES-BENZ,CLS,CLS DIESEL SHOOTING BRAKE,AMG Line,CLS 350d AMG Line Premium 5dr 9G-Tronic,2015,,Y
69611,MERCEDES-BENZ,CLS,CLS DIESEL SHOOTING BRAKE,AMG Line,CLS 350d AMG Line Premium Plus 5dr 9G-Tronic,2015,,Y
65520,MERCEDES-BENZ,CLS,CLS AMG COUPE,AMG S,CLS 63 S 4dr Tip Auto,2014,,Y
65525,MERCEDES-BENZ,CLS,CLS AMG SHOOTING BRAKE,AMG S,CLS 63 S 5dr Tip Auto,2014,,Y
73124,MERCEDES-BENZ,S CLASS,S CLASS SALOON,AMG Line,S500L AMG Line 4dr 9G-Tronic,2015,2017,N
73125,MERCEDES-BENZ,S CLASS,S CLASS SALOON,AMG Line,S500L AMG Line 4dr 9G-Tronic [Executive],2015,2017,N
63968,MERCEDES-BENZ,S CLASS,S CLASS SALOON,AMG Line,S600L AMG Line 4dr Auto,2014,2017,N
68160,MERCEDES-BENZ,S CLASS,S CLASS SALOON,Maybach,Maybach S600 4dr Auto,2015,2017,N
69958,MERCEDES-BENZ,S CLASS,S CLASS SALOON,AMG Line,S500e L AMG Line 4dr Auto,2015,2017,N
69959,MERCEDES-BENZ,S CLASS,S CLASS SALOON,AMG Line,S500e L AMG Line 4dr Auto [Executive],2015,2017,N
73128,MERCEDES-BENZ,S CLASS,S CLASS DIESEL SALOON,AMG Line,S350d AMG Line 4dr 9G-Tronic,2015,2017,N
73129,MERCEDES-BENZ,S CLASS,S CLASS DIESEL SALOON,AMG Line,S350d AMG Line 4dr 9G-Tronic [Executive],2015,2017,N
73130,MERCEDES-BENZ,S CLASS,S CLASS DIESEL SALOON,AMG Line,S350d L AMG Line 4dr 9G-Tronic,2015,2017,N
73131,MERCEDES-BENZ,S CLASS,S CLASS DIESEL SALOON,AMG Line,S350d L AMG Line 4dr 9G-Tronic [Executive],2015,2017,N
70116,MERCEDES-BENZ,S CLASS,S CLASS DIESEL SALOON,AMG Line,S300h L AMG Line 4dr Auto,2015,2017,N
70117,MERCEDES-BENZ,S CLASS,S CLASS DIESEL SALOON,AMG Line,S300h L AMG Line 4dr Auto [Executive],2015,2017,N
74972,MERCEDES-BENZ,S CLASS,S CLASS DIESEL SALOON,SE,S350d L SE 4dr 9G-Tronic,2016,2017,N
74973,MERCEDES-BENZ,S CLASS,S CLASS DIESEL SALOON,SE,S350d L SE 4dr 9G-Tronic [Premium],2016,2017,N
74974,MERCEDES-BENZ,S CLASS,S CLASS DIESEL SALOON,SE,S350d L SE 4dr 9G-Tronic [Premium Plus],2016,2017,N
74975,MERCEDES-BENZ,S CLASS,S CLASS DIESEL SALOON,SE,S350d L SE 4dr 9G-Tronic [Executive],2016,2017,N
74976,MERCEDES-BENZ,S CLASS,S CLASS DIESEL SALOON,SE,S350d L SE 4dr 9G-Tronic [Executive/Premium],2016,2017,N
74977,MERCEDES-BENZ,S CLASS,S CLASS DIESEL SALOON,SE,S350d L SE 4dr 9G-Tronic [Executive/Prem Plus],2016,2017,N
74978,MERCEDES-BENZ,S CLASS,S CLASS DIESEL SALOON,AMG Line,S350d AMG Line 4dr 9G-Tronic [Premium],2016,2017,N
74979,MERCEDES-BENZ,S CLASS,S CLASS DIESEL SALOON,AMG Line,S350d AMG Line 4dr 9G-Tronic [Premium Plus],2016,2017,N
74980,MERCEDES-BENZ,S CLASS,S CLASS DIESEL SALOON,AMG Line,S350d AMG Line 4dr 9G-Tronic [Executive/Premium],2016,2017,N
74981,MERCEDES-BENZ,S CLASS,S CLASS DIESEL SALOON,AMG Line,S350d AMG Line 4dr 9G-Tronic [Executive/Prem Plus],2016,2017,N
74982,MERCEDES-BENZ,S CLASS,S CLASS DIESEL SALOON,AMG Line,S350d L AMG Line 4dr 9G-Tronic [Premium],2016,2017,N
74983,MERCEDES-BENZ,S CLASS,S CLASS DIESEL SALOON,AMG Line,S350d L AMG Line 4dr 9G-Tronic [Premium Plus],2016,2017,N
74984,MERCEDES-BENZ,S CLASS,S CLASS DIESEL SALOON,AMG Line,S350d L AMG Line 4dr 9G-Tronic [Executive/Premium],2016,2017,N
74985,MERCEDES-BENZ,S CLASS,S CLASS DIESEL SALOON,AMG Line,S350d L AMG Line 4dr 9G-Tronic [Exe/Premium Plus],2016,2017,N
74986,MERCEDES-BENZ,S CLASS,S CLASS DIESEL SALOON,AMG Line,S300h L AMG Line 4dr Auto [Premium],2016,2017,N
74987,MERCEDES-BENZ,S CLASS,S CLASS DIESEL SALOON,AMG Line,S300h L AMG Line 4dr Auto [Premium Plus],2016,2017,N
74988,MERCEDES-BENZ,S CLASS,S CLASS DIESEL SALOON,AMG Line,S300h L AMG Line 4dr Auto [Executive/Premium],2016,2017,N
74989,MERCEDES-BENZ,S CLASS,S CLASS DIESEL SALOON,AMG Line,S300h L AMG Line 4dr Auto [Executive/Prem Plus],2016,2017,N
81436,MERCEDES-BENZ,S CLASS,S CLASS SALOON,AMG Line,S500L AMG Line 4dr 9G-Tronic,2017,,Y
81439,MERCEDES-BENZ,S CLASS,S CLASS SALOON,AMG Line,S500L AMG Line Premium 4dr 9G-Tronic,2017,,Y
81440,MERCEDES-BENZ,S CLASS,S CLASS SALOON,AMG Line,S500L AMG Line Premium Plus 4dr 9G-Tronic,2017,,Y
81437,MERCEDES-BENZ,S CLASS,S CLASS SALOON,AMG Line,S500L AMG Line Executive 4dr 9G-Tronic,2017,,Y
81441,MERCEDES-BENZ,S CLASS,S CLASS SALOON,AMG Line,S500L AMG Line Executive/Premium 4dr 9G-Tronic,2017,,Y
81442,MERCEDES-BENZ,S CLASS,S CLASS SALOON,AMG Line,S500L AMG Line Executive/Prem Plus 4dr 9G-Tronic,2017,,Y
81438,MERCEDES-BENZ,S CLASS,S CLASS SALOON,Maybach,Maybach S650 4dr Auto,2017,,Y
81443,MERCEDES-BENZ,S CLASS,S CLASS DIESEL SALOON,AMG Line,S350d AMG Line 4dr 9G-Tronic,2017,,Y
81447,MERCEDES-BENZ,S CLASS,S CLASS DIESEL SALOON,AMG Line,S350d AMG Line Premium 4dr 9G-Tronic,2017,,Y
81448,MERCEDES-BENZ,S CLASS,S CLASS DIESEL SALOON,AMG Line,S350d AMG Line Premium Plus 4dr 9G-Tronic,2017,,Y
81444,MERCEDES-BENZ,S CLASS,S CLASS DIESEL SALOON,AMG Line,S350d AMG Line Executive 4dr 9G-Tronic,2017,,Y
81449,MERCEDES-BENZ,S CLASS,S CLASS DIESEL SALOON,AMG Line,S350d AMG Line Executive/Premium 4dr 9G-Tronic,2017,,Y
81450,MERCEDES-BENZ,S CLASS,S CLASS DIESEL SALOON,AMG Line,S350d AMG Line Executive/Prem Plus 4dr 9G-Tronic,2017,,Y
81445,MERCEDES-BENZ,S CLASS,S CLASS DIESEL SALOON,AMG Line,S350d L AMG Line 4dr 9G-Tronic,2017,,Y
81451,MERCEDES-BENZ,S CLASS,S CLASS DIESEL SALOON,AMG Line,S350d L AMG Line Premium 4dr 9G-Tronic,2017,,Y
81452,MERCEDES-BENZ,S CLASS,S CLASS DIESEL SALOON,AMG Line,S350d L AMG Line Premium Plus 4dr 9G-Tronic,2017,,Y
81446,MERCEDES-BENZ,S CLASS,S CLASS DIESEL SALOON,AMG Line,S350d L AMG Line Executive 4dr 9G-Tronic,2017,,Y
81453,MERCEDES-BENZ,S CLASS,S CLASS DIESEL SALOON,AMG Line,S350d L AMG Line Executive/Premium 4dr 9G-Tronic,2017,,Y
81454,MERCEDES-BENZ,S CLASS,S CLASS DIESEL SALOON,AMG Line,S350d L AMG Line Executive/Prem Plus 4dr 9G-Tronic,2017,,Y
66018,MERCEDES-BENZ,S CLASS,S CLASS COUPE,AMG Line,S500 AMG Line 2dr Auto,2015,,Y
66019,MERCEDES-BENZ,S CLASS,S CLASS COUPE,AMG Line,S500 AMG Line Premium 2dr Auto,2015,,Y
78713,MERCEDES-BENZ,S CLASS,S CLASS COUPE SPECIAL EDITION,Night Edition,S500 Night Edition 2dr Auto,2017,,Y
75083,MERCEDES-BENZ,S CLASS,S CLASS CABRIOLET,AMG Line,S500 AMG Line 2dr Auto,2016,,Y
75084,MERCEDES-BENZ,S CLASS,S CLASS CABRIOLET,AMG Line,S500 AMG Line Premium 2dr Auto,2016,,Y
61895,MERCEDES-BENZ,S CLASS,S CLASS AMG SALOON,AMG,S63L 4dr Auto,2013,2017,N
62917,MERCEDES-BENZ,S CLASS,S CLASS AMG SALOON,AMG,S63L 4dr Auto [Executive],2013,2017,N
63969,MERCEDES-BENZ,S CLASS,S CLASS AMG SALOON,AMG,S65L 4dr Auto,2014,2017,N
81455,MERCEDES-BENZ,S CLASS,S CLASS AMG SALOON,AMG,S63L 4dr Auto,2017,,Y
81456,MERCEDES-BENZ,S CLASS,S CLASS AMG SALOON,AMG,S63L Executive 4dr Auto,2017,,Y
81457,MERCEDES-BENZ,S CLASS,S CLASS AMG SALOON,AMG,S65L 4dr Auto,2017,,Y
66016,MERCEDES-BENZ,S CLASS,S CLASS AMG COUPE,AMG,S63 2dr Auto,2014,,Y
66017,MERCEDES-BENZ,S CLASS,S CLASS AMG COUPE,AMG,S65 2dr Auto,2014,,Y
75085,MERCEDES-BENZ,S CLASS,S CLASS AMG CABRIOLET,AMG,S63 2dr Auto,2016,,Y
75086,MERCEDES-BENZ,S CLASS,S CLASS AMG CABRIOLET,AMG,S65 2dr Auto,2016,,Y
74027,MERCEDES-BENZ,SL CLASS,SL CLASS CONVERTIBLE,AMG Line,SL 400 AMG Line 2dr 9G-Tronic,2016,,Y
74028,MERCEDES-BENZ,SL CLASS,SL CLASS CONVERTIBLE,AMG Line,SL 500 AMG Line 2dr 9G-Tronic,2016,,Y
74029,MERCEDES-BENZ,SL CLASS,SL AMG CONVERTIBLE,AMG,SL 63 2dr MCT,2016,,Y
74030,MERCEDES-BENZ,SL CLASS,SL AMG CONVERTIBLE,AMG,SL 65 2dr 7G-Tronic,2016,,Y
79027,MERCEDES-BENZ,SL CLASS,SL CLASS CONVERTIBLE SPECIAL EDITIONS,Designo Edition,SL 400 designo Edition 2dr 9G-Tronic,2017,,Y
79049,MERCEDES-BENZ,SL CLASS,SL CLASS CONVERTIBLE SPECIAL EDITIONS,Designo Edition,SL 500 designo Edition 2dr 9G-Tronic,2017,,Y
79172,MERCEDES-BENZ,AMG GT,AMG GT COUPE,GT,GT 476 2dr Auto,2017,,Y
79173,MERCEDES-BENZ,AMG GT,AMG GT COUPE,GT,GT 476 Premium 2dr Auto,2017,,Y
79174,MERCEDES-BENZ,AMG GT,AMG GT COUPE,GT S,GT 522 S 2dr Auto,2017,,Y
79175,MERCEDES-BENZ,AMG GT,AMG GT COUPE,GT S,GT 522 S Premium 2dr Auto,2017,,Y
77769,MERCEDES-BENZ,AMG GT,AMG GT COUPE,GT R,GT R 2dr Auto,2017,,Y
77770,MERCEDES-BENZ,AMG GT,AMG GT COUPE,GT R,GT R Premium 2dr Auto,2017,,Y
79636,MERCEDES-BENZ,AMG GT,AMG GT COUPE SPECIAL EDITIONS,GT C 50 Edition,GT C 50 Edition 2dr Auto,2017,,Y
77771,MERCEDES-BENZ,AMG GT,AMG GT ROADSTER,GT,GT 2dr Auto,2017,,Y
77772,MERCEDES-BENZ,AMG GT,AMG GT ROADSTER,GT,GT Premium 2dr Auto,2017,,Y
77773,MERCEDES-BENZ,AMG GT,AMG GT ROADSTER,GT C,GT C 2dr Auto,2017,,Y
79637,MERCEDES-BENZ,AMG GT,AMG GT ROADSTER SPECIAL EDITIONS,GT C 50 Edition,GT C 50 Edition 2dr Auto,2017,,Y
72605,MERCEDES-BENZ,V CLASS,V CLASS DIESEL ESTATE,Sport,V220 d Sport 5dr Auto,2015,,Y
74324,MERCEDES-BENZ,V CLASS,V CLASS DIESEL ESTATE,Sport,V220 d Sport 5dr Auto [Long],2016,,Y
72606,MERCEDES-BENZ,V CLASS,V CLASS DIESEL ESTATE,Sport,V220 d Sport 5dr Auto [Extra Long],2015,,Y
76753,MERCEDES-BENZ,V CLASS,V CLASS DIESEL ESTATE,AMG Line,V220 d AMG Line 5dr Auto,2016,,Y
76754,MERCEDES-BENZ,V CLASS,V CLASS DIESEL ESTATE,AMG Line,V220 d AMG Line 5dr Auto [Long],2016,,Y
76755,MERCEDES-BENZ,V CLASS,V CLASS DIESEL ESTATE,AMG Line,V220 d AMG Line 5dr Auto [Extra Long],2016,,Y
78124,MERCEDES-BENZ,V CLASS,V CLASS DIESEL ESTATE,Marco Polo Sport,V220 d Marco Polo Sport 4dr Auto [Long],2017,,Y
78125,MERCEDES-BENZ,V CLASS,V CLASS DIESEL ESTATE,Marco Polo AMG Line,V220 d Marco Polo AMG Line 4dr Auto [Long],2017,,Y
72611,MERCEDES-BENZ,V CLASS,V CLASS DIESEL ESTATE,Sport,V250 d Sport 5dr Auto,2015,,Y
74325,MERCEDES-BENZ,V CLASS,V CLASS DIESEL ESTATE,Sport,V250 d Sport 5dr Auto [Long],2016,,Y
72612,MERCEDES-BENZ,V CLASS,V CLASS DIESEL ESTATE,Sport,V250 d Sport 5dr Auto [Extra Long],2015,,Y
76756,MERCEDES-BENZ,V CLASS,V CLASS DIESEL ESTATE,AMG Line,V250 d AMG Line 5dr Auto,2016,,Y
76757,MERCEDES-BENZ,V CLASS,V CLASS DIESEL ESTATE,AMG Line,V250 d AMG Line 5dr Auto [Long],2016,,Y
76758,MERCEDES-BENZ,V CLASS,V CLASS DIESEL ESTATE,AMG Line,V250 d AMG Line 5dr Auto [Extra Long],2016,,Y
78126,MERCEDES-BENZ,V CLASS,V CLASS DIESEL ESTATE,Marco Polo Sport,V250 d Marco Polo Sport 4dr Auto [Long],2017,,Y
78127,MERCEDES-BENZ,V CLASS,V CLASS DIESEL ESTATE,Marco Polo AMG Line,V250 d Marco Polo AMG Line 4dr Auto [Long],2017,,Y
69878,MERCEDES-BENZ,GLE,GLE ESTATE,AMG Line,GLE 500e 4Matic AMG Line 5dr 7G-Tronic,2015,,Y
69879,MERCEDES-BENZ,GLE,GLE ESTATE,AMG Line,GLE 500e 4Matic AMG Line Premium 5dr 7G-Tronic,2015,,Y
69880,MERCEDES-BENZ,GLE,GLE ESTATE,AMG Line,GLE 500e 4Matic AMG Line Prem Plus 5dr 7G-Tronic,2015,,Y
69881,MERCEDES-BENZ,GLE,GLE ESTATE,Designo Line,GLE 500e 4Matic Designo Line 5dr 7G-Tronic,2015,,Y
69690,MERCEDES-BENZ,GLE COUPE,GLE DIESEL COUPE,AMG Line,GLE 350d 4Matic AMG Line 5dr 9G-Tronic,2015,,Y
69691,MERCEDES-BENZ,GLE COUPE,GLE DIESEL COUPE,AMG Line,GLE 350d 4Matic AMG Line Premium 5dr 9G-Tronic,2015,,Y
69692,MERCEDES-BENZ,GLE COUPE,GLE DIESEL COUPE,AMG Line,GLE 350d 4Matic AMG Line Premium Plus 5dr 9G-Tron,2015,,Y
69693,MERCEDES-BENZ,GLE COUPE,GLE DIESEL COUPE,Designo Line,GLE 350d 4Matic Designo Line 5dr 9G-Tronic,2015,,Y
69882,MERCEDES-BENZ,GLE,GLE DIESEL ESTATE,Sport,GLE 250d 4Matic Sport 5dr 9G-Tronic,2015,,Y
69883,MERCEDES-BENZ,GLE,GLE DIESEL ESTATE,Sport,GLE 250d 4Matic Sport Premium 5dr 9G-Tronic,2015,,Y
69884,MERCEDES-BENZ,GLE,GLE DIESEL ESTATE,Sport,GLE 250d 4Matic Sport Prem Plus 5dr 9G-Tronic,2015,,Y
69885,MERCEDES-BENZ,GLE,GLE DIESEL ESTATE,AMG Line,GLE 250d 4Matic AMG Line 5dr 9G-Tronic,2015,,Y
69886,MERCEDES-BENZ,GLE,GLE DIESEL ESTATE,AMG Line,GLE 250d 4Matic AMG Line Premium 5dr 9G-Tronic,2015,,Y
69887,MERCEDES-BENZ,GLE,GLE DIESEL ESTATE,AMG Line,GLE 250d 4Matic AMG Line Prem Plus 5dr 9G-Tronic,2015,,Y
69888,MERCEDES-BENZ,GLE,GLE DIESEL ESTATE,AMG Line,GLE 350d 4Matic AMG Line 5dr 9G-Tronic,2015,,Y
69889,MERCEDES-BENZ,GLE,GLE DIESEL ESTATE,AMG Line,GLE 350d 4Matic AMG Line Premium 5dr 9G-Tronic,2015,,Y
69890,MERCEDES-BENZ,GLE,GLE DIESEL ESTATE,AMG Line,GLE 350d 4Matic AMG Line Prem Plus 5dr 9G-Tronic,2015,,Y
69891,MERCEDES-BENZ,GLE,GLE DIESEL ESTATE,Designo Line,GLE 350d 4Matic Designo Line 5dr 9G-Tronic,2015,,Y
69694,MERCEDES-BENZ,GLE COUPE,GLE AMG COUPE,AMG S,GLE 63 S 4Matic 5dr 7G-Tronic,2015,,Y
69695,MERCEDES-BENZ,GLE COUPE,GLE AMG COUPE,AMG S,GLE 63 S 4Matic Premium 5dr 7G-Tronic,2015,,Y
75496,MERCEDES-BENZ,GLE COUPE,GLE AMG COUPE,AMG,GLE 43 4Matic 5dr 9G-Tronic,2016,2017,N
75499,MERCEDES-BENZ,GLE COUPE,GLE AMG COUPE,AMG Designo Line,GLE 43 4Matic Designo Line 5dr 9G-Tronic,2016,2017,N
75497,MERCEDES-BENZ,GLE COUPE,GLE AMG COUPE,AMG,GLE 43 4Matic Premium 5dr 9G-Tronic,2016,2017,N
75498,MERCEDES-BENZ,GLE COUPE,GLE AMG COUPE,AMG,GLE 43 4Matic Premium Plus 5dr 9G-Tronic,2016,2017,N
80410,MERCEDES-BENZ,GLE COUPE,GLE AMG COUPE,AMG,GLE 43 [390] 4Matic 5dr 9G-Tronic,2017,,Y
80411,MERCEDES-BENZ,GLE COUPE,GLE AMG COUPE,AMG Designo Line,GLE 43 [390] 4Matic Designo Line 5dr 9G-Tronic,2017,,Y
80412,MERCEDES-BENZ,GLE COUPE,GLE AMG COUPE,AMG,GLE 43 [390] 4Matic Premium 5dr 9G-Tronic,2017,,Y
80413,MERCEDES-BENZ,GLE COUPE,GLE AMG COUPE,AMG,GLE 43 [390] 4Matic Premium Plus 5dr 9G-Tronic,2017,,Y
69892,MERCEDES-BENZ,GLE,GLE AMG ESTATE,AMG S,GLE 63 S 4Matic 5dr 7G-Tronic,2015,,Y
69893,MERCEDES-BENZ,GLE,GLE AMG ESTATE,AMG S,GLE 63 S 4Matic Premium 5dr 7G-Tronic,2015,,Y
75524,MERCEDES-BENZ,GLE,GLE AMG ESTATE,AMG,GLE 43 4Matic 5dr 9G-Tronic,2016,2017,N
75527,MERCEDES-BENZ,GLE,GLE AMG ESTATE,AMG Designo Line,GLE 43 4Matic Designo Line 5dr 9G-Tronic,2016,2017,N
75525,MERCEDES-BENZ,GLE,GLE AMG ESTATE,AMG,GLE 43 4Matic Premium 5dr 9G-Tronic,2016,2017,N
75526,MERCEDES-BENZ,GLE,GLE AMG ESTATE,AMG,GLE 43 4Matic Premium Plus 5dr 9G-Tronic,2016,2017,N
80406,MERCEDES-BENZ,GLE,GLE AMG ESTATE,AMG,GLE 43 [390] 4Matic 5dr 9G-Tronic,2017,,Y
80407,MERCEDES-BENZ,GLE,GLE AMG ESTATE,AMG Designo Line,GLE 43 [390] 4Matic Designo Line 5dr 9G-Tronic,2017,,Y
80408,MERCEDES-BENZ,GLE,GLE AMG ESTATE,AMG,GLE 43 [390] 4Matic Premium 5dr 9G-Tronic,2017,,Y
80409,MERCEDES-BENZ,GLE,GLE AMG ESTATE,AMG,GLE 43 [390] 4Matic Premium Plus 5dr 9G-Tronic,2017,,Y
73445,MERCEDES-BENZ,GLS,GLS DIESEL ESTATE,AMG Line,GLS 350d 4Matic AMG Line 5dr 9G-Tronic,2016,,Y
73446,MERCEDES-BENZ,GLS,GLS DIESEL ESTATE,Designo Line,GLS 350d 4Matic Designo Line 5dr 9G-Tronic,2016,,Y
73447,MERCEDES-BENZ,GLS,GLS AMG ESTATE,AMG,GLS 63 4Matic 5dr 7G-Tronic,2016,,Y
71622,MERCEDES-BENZ,G CLASS,G CLASS DIESEL STATION WAGON,,G350d 5dr Tip Auto,2015,2017,N
71623,MERCEDES-BENZ,G CLASS,G CLASS AMG STATION WAGON,AMG,G63 [571] 5dr Tip Auto,2015,,Y
81742,MERCEDES-BENZ,G CLASS,G CLASS AMG STATION WAGON SPECIAL EDITION,Night Edition,G350d Night Edition 5dr Tip Auto,2017,,Y
71624,MERCEDES-BENZ,G CLASS,G CLASS AMG STATION WAGON SPECIAL EDITION,Colour Edition,G63 Colour Edition 5dr Tip Auto,2015,,Y
71625,MERCEDES-BENZ,G CLASS,G CLASS AMG STATION WAGON SPECIAL EDITION,Edition,G63 Edition 463 5dr Tip Auto,2015,2017,N
