Vehicle ID,Make,Short Model,Long Model,Trim,Derivative,Year introduced,Year discontinued,Currently Available
75073,MERCEDES-BENZ,C CLASS,C CLASS DIESEL COUPE,Sport,C250d 4Matic Sport Premium 2dr Auto,2016,,Y
75074,MERCEDES-BENZ,C CLASS,C CLASS DIESEL COUPE,Sport,C250d 4Matic Sport Premium Plus 2dr Auto,2016,,Y
73094,MERCEDES-BENZ,C CLASS,C CLASS DIESEL COUPE,AMG Line,C250d AMG Line 2dr Auto,2015,,Y
73095,MERCEDES-BENZ,C CLASS,C CLASS DIESEL COUPE,AMG Line,C250d AMG Line Premium 2dr Auto,2015,,Y
73096,MERCEDES-BENZ,C CLASS,C CLASS DIESEL COUPE,AMG Line,C250d AMG Line Premium Plus 2dr Auto,2015,,Y
75075,MERCEDES-BENZ,C CLASS,C CLASS DIESEL COUPE,AMG Line,C250d 4Matic AMG Line 2dr Auto,2016,,Y
75076,MERCEDES-BENZ,C CLASS,C CLASS DIESEL COUPE,AMG Line,C250d 4Matic AMG Line Premium 2dr Auto,2016,,Y
75077,MERCEDES-BENZ,C CLASS,C CLASS DIESEL COUPE,AMG Line,C250d 4Matic AMG Line Premium Plus 2dr Auto,2016,,Y
75078,MERCEDES-BENZ,C CLASS,C CLASS AMG COUPE,AMG,C43 4Matic 2dr Auto,2016,,Y
75079,MERCEDES-BENZ,C CLASS,C CLASS AMG COUPE,AMG,C43 4Matic Premium 2dr Auto,2016,,Y
75080,MERCEDES-BENZ,C CLASS,C CLASS AMG COUPE,AMG,C43 4Matic Premium Plus 2dr Auto,2016,,Y
73097,MERCEDES-BENZ,C CLASS,C CLASS AMG COUPE,AMG,C63 2dr Auto,2015,,Y
73098,MERCEDES-BENZ,C CLASS,C CLASS AMG COUPE,AMG,C63 Premium 2dr Auto,2015,,Y
73099,MERCEDES-BENZ,C CLASS,C CLASS AMG COUPE,AMG S,C63 S 2dr Auto,2015,,Y
73100,MERCEDES-BENZ,C CLASS,C CLASS AMG COUPE,AMG S,C63 S Premium 2dr Auto,2015,,Y
76008,MERCEDES-BENZ,C CLASS,C CLASS CABRIOLET,Sport,C200 Sport 2dr,2016,,Y
76009,MERCEDES-BENZ,C CLASS,C CLASS CABRIOLET,Sport,C200 Sport 2dr Auto,2016,,Y
76010,MERCEDES-BENZ,C CLASS,C CLASS CABRIOLET,Sport,C200 Sport Premium Plus 2dr Auto,2016,,Y
76011,MERCEDES-BENZ,C CLASS,C CLASS CABRIOLET,AMG Line,C200 AMG Line 2dr,2016,,Y
76012,MERCEDES-BENZ,C CLASS,C CLASS CABRIOLET,AMG Line,C200 AMG Line 2dr Auto,2016,,Y
76013,MERCEDES-BENZ,C CLASS,C CLASS CABRIOLET,AMG Line,C200 AMG Line Premium Plus 2dr Auto,2016,,Y
76014,MERCEDES-BENZ,C CLASS,C CLASS CABRIOLET,Sport,C300 Sport 2dr Auto,2016,,Y
76015,MERCEDES-BENZ,C CLASS,C CLASS CABRIOLET,Sport,C300 Sport Premium Plus 2dr Auto,2016,,Y
76016,MERCEDES-BENZ,C CLASS,C CLASS CABRIOLET,AMG Line,C300 AMG Line 2dr Auto,2016,,Y
76017,MERCEDES-BENZ,C CLASS,C CLASS CABRIOLET,AMG Line,C300 AMG Line Premium Plus 2dr Auto,2016,,Y
75994,MERCEDES-BENZ,C CLASS,C CLASS DIESEL CABRIOLET,Sport,C220d Sport 2dr,2016,,Y
75995,MERCEDES-BENZ,C CLASS,C CLASS DIESEL CABRIOLET,Sport,C220d Sport 2dr Auto,2016,,Y
75996,MERCEDES-BENZ,C CLASS,C CLASS DIESEL CABRIOLET,Sport,C220d Sport Premium Plus 2dr Auto,2016,,Y
75997,MERCEDES-BENZ,C CLASS,C CLASS DIESEL CABRIOLET,AMG Line,C220d AMG Line 2dr,2016,,Y
75998,MERCEDES-BENZ,C CLASS,C CLASS DIESEL CABRIOLET,AMG Line,C220d AMG Line 2dr Auto,2016,,Y
75999,MERCEDES-BENZ,C CLASS,C CLASS DIESEL CABRIOLET,AMG Line,C220d AMG Line Premium Plus 2dr Auto,2016,,Y
76000,MERCEDES-BENZ,C CLASS,C CLASS DIESEL CABRIOLET,Sport,C220d 4Matic Sport 2dr Auto,2016,,Y
76001,MERCEDES-BENZ,C CLASS,C CLASS DIESEL CABRIOLET,Sport,C220d 4Matic Sport Premium Plus 2dr Auto,2016,,Y
76002,MERCEDES-BENZ,C CLASS,C CLASS DIESEL CABRIOLET,AMG Line,C220d 4Matic AMG Line 2dr Auto,2016,,Y
76003,MERCEDES-BENZ,C CLASS,C CLASS DIESEL CABRIOLET,AMG Line,C220d 4Matic AMG Line Premium Plus 2dr Auto,2016,,Y
76004,MERCEDES-BENZ,C CLASS,C CLASS DIESEL CABRIOLET,Sport,C250d Sport 2dr Auto,2016,,Y
76005,MERCEDES-BENZ,C CLASS,C CLASS DIESEL CABRIOLET,Sport,C250d Sport Premium Plus 2dr Auto,2016,,Y
76006,MERCEDES-BENZ,C CLASS,C CLASS DIESEL CABRIOLET,AMG Line,C250d AMG Line 2dr Auto,2016,,Y
76007,MERCEDES-BENZ,C CLASS,C CLASS DIESEL CABRIOLET,AMG Line,C250d AMG Line Premium Plus 2dr Auto,2016,,Y
76018,MERCEDES-BENZ,C CLASS,C CLASS AMG CABRIOLET,AMG,C43 4Matic 2dr Auto,2016,,Y
76019,MERCEDES-BENZ,C CLASS,C CLASS AMG CABRIOLET,AMG,C43 4Matic Premium Plus 2dr Auto,2016,,Y
76020,MERCEDES-BENZ,C CLASS,C CLASS AMG CABRIOLET,AMG,C63 2dr Auto,2016,,Y
76021,MERCEDES-BENZ,C CLASS,C CLASS AMG CABRIOLET,AMG,C63 Premium 2dr Auto,2016,,Y
76022,MERCEDES-BENZ,C CLASS,C CLASS AMG CABRIOLET,AMG S,C63 S 2dr Auto,2016,,Y
76023,MERCEDES-BENZ,C CLASS,C CLASS AMG CABRIOLET,AMG S,C63 S Premium 2dr Auto,2016,,Y
76028,MERCEDES-BENZ,GLC COUPE,GLC DIESEL COUPE,Sport,GLC 220d 4Matic Sport 5dr 9G-Tronic,2016,,Y
76029,MERCEDES-BENZ,GLC COUPE,GLC DIESEL COUPE,Sport,GLC 220d 4Matic Sport Premium 5dr 9G-Tronic,2016,,Y
76030,MERCEDES-BENZ,GLC COUPE,GLC DIESEL COUPE,Sport,GLC 220d 4Matic Sport Premium Plus 5dr 9G-Tronic,2016,,Y
76031,MERCEDES-BENZ,GLC COUPE,GLC DIESEL COUPE,AMG Line,GLC 220d 4Matic AMG Line 5dr 9G-Tronic,2016,,Y
76032,MERCEDES-BENZ,GLC COUPE,GLC DIESEL COUPE,AMG Line,GLC 220d 4Matic AMG Line Premium 5dr 9G-Tronic,2016,,Y
76033,MERCEDES-BENZ,GLC COUPE,GLC DIESEL COUPE,AMG Line,GLC 220d 4Matic AMG Line Prem Plus 5dr 9G-Tronic,2016,,Y
76034,MERCEDES-BENZ,GLC COUPE,GLC DIESEL COUPE,Sport,GLC 250d 4Matic Sport 5dr 9G-Tronic,2016,,Y
76035,MERCEDES-BENZ,GLC COUPE,GLC DIESEL COUPE,Sport,GLC 250d 4Matic Sport Premium 5dr 9G-Tronic,2016,,Y
76036,MERCEDES-BENZ,GLC COUPE,GLC DIESEL COUPE,Sport,GLC 250d 4Matic Sport Premium Plus 5dr 9G-Tronic,2016,,Y
76037,MERCEDES-BENZ,GLC COUPE,GLC DIESEL COUPE,AMG Line,GLC 250d 4Matic AMG Line 5dr 9G-Tronic,2016,,Y
76038,MERCEDES-BENZ,GLC COUPE,GLC DIESEL COUPE,AMG Line,GLC 250d 4Matic AMG Line Premium 5dr 9G-Tronic,2016,,Y
76039,MERCEDES-BENZ,GLC COUPE,GLC DIESEL COUPE,AMG Line,GLC 250d 4Matic AMG Line Prem Plus 5dr 9G-Tronic,2016,,Y
77175,MERCEDES-BENZ,GLC COUPE,GLC DIESEL COUPE,Sport,GLC 350d 4Matic Sport 5dr 9G-Tronic,2016,,Y
77176,MERCEDES-BENZ,GLC COUPE,GLC DIESEL COUPE,Sport,GLC 350d 4Matic Sport Premium 5dr 9G-Tronic,2016,,Y
77177,MERCEDES-BENZ,GLC COUPE,GLC DIESEL COUPE,Sport,GLC 350d 4Matic Sport Premium Plus 5dr 9G-Tronic,2016,,Y
77178,MERCEDES-BENZ,GLC COUPE,GLC DIESEL COUPE,AMG Line,GLC 350d 4Matic AMG Line 5dr 9G-Tronic,2016,,Y
77179,MERCEDES-BENZ,GLC COUPE,GLC DIESEL COUPE,AMG Line,GLC 350d 4Matic AMG Line Premium 5dr 9G-Tronic,2016,,Y
77180,MERCEDES-BENZ,GLC COUPE,GLC DIESEL COUPE,AMG Line,GLC 350d 4Matic AMG Line Prem Plus 5dr 9G-Tronic,2016,,Y
71762,MERCEDES-BENZ,GLC,GLC DIESEL ESTATE,SE,GLC 220d 4Matic SE 5dr 9G-Tronic,2015,,Y
71763,MERCEDES-BENZ,GLC,GLC DIESEL ESTATE,SE,GLC 220d 4Matic SE Executive 5dr 9G-Tronic,2015,,Y
71764,MERCEDES-BENZ,GLC,GLC DIESEL ESTATE,Sport,GLC 220d 4Matic Sport 5dr 9G-Tronic,2015,,Y
71765,MERCEDES-BENZ,GLC,GLC DIESEL ESTATE,Sport,GLC 220d 4Matic Sport Premium 5dr 9G-Tronic,2015,,Y
71766,MERCEDES-BENZ,GLC,GLC DIESEL ESTATE,Sport,GLC 220d 4Matic Sport Premium Plus 5dr 9G-Tronic,2015,,Y
71767,MERCEDES-BENZ,GLC,GLC DIESEL ESTATE,AMG Line,GLC 220d 4Matic AMG Line 5dr 9G-Tronic,2015,,Y
71768,MERCEDES-BENZ,GLC,GLC DIESEL ESTATE,AMG Line,GLC 220d 4Matic AMG Line Premium 5dr 9G-Tronic,2015,,Y
71769,MERCEDES-BENZ,GLC,GLC DIESEL ESTATE,AMG Line,GLC 220d 4Matic AMG Line Prem Plus 5dr 9G-Tronic,2015,,Y
71770,MERCEDES-BENZ,GLC,GLC DIESEL ESTATE,SE,GLC 250d 4Matic SE 5dr 9G-Tronic,2015,,Y
71771,MERCEDES-BENZ,GLC,GLC DIESEL ESTATE,SE,GLC 250d 4Matic SE Executive 5dr 9G-Tronic,2015,,Y
71772,MERCEDES-BENZ,GLC,GLC DIESEL ESTATE,Sport,GLC 250d 4Matic Sport 5dr 9G-Tronic,2015,,Y
71773,MERCEDES-BENZ,GLC,GLC DIESEL ESTATE,Sport,GLC 250d 4Matic Sport Premium 5dr 9G-Tronic,2015,,Y
71774,MERCEDES-BENZ,GLC,GLC DIESEL ESTATE,Sport,GLC 250d 4Matic Sport Premium Plus 5dr 9G-Tronic,2015,,Y
71775,MERCEDES-BENZ,GLC,GLC DIESEL ESTATE,AMG Line,GLC 250d 4Matic AMG Line 5dr 9G-Tronic,2015,,Y
71776,MERCEDES-BENZ,GLC,GLC DIESEL ESTATE,AMG Line,GLC 250d 4Matic AMG Line Premium 5dr 9G-Tronic,2015,,Y
71777,MERCEDES-BENZ,GLC,GLC DIESEL ESTATE,AMG Line,GLC 250d 4Matic AMG Line Prem Plus 5dr 9G-Tronic,2015,,Y
77184,MERCEDES-BENZ,GLC,GLC DIESEL ESTATE,SE,GLC 350d 4Matic SE 5dr 9G-Tronic,2016,,Y
77185,MERCEDES-BENZ,GLC,GLC DIESEL ESTATE,SE,GLC 350d 4Matic SE Executive 5dr 9G-Tronic,2016,,Y
77186,MERCEDES-BENZ,GLC,GLC DIESEL ESTATE,Sport,GLC 350d 4Matic Sport 5dr 9G-Tronic,2016,,Y
77187,MERCEDES-BENZ,GLC,GLC DIESEL ESTATE,Sport,GLC 350d 4Matic Sport Premium 5dr 9G-Tronic,2016,,Y
77188,MERCEDES-BENZ,GLC,GLC DIESEL ESTATE,Sport,GLC 350d 4Matic Sport Premium Plus 5dr 9G-Tronic,2016,,Y
77189,MERCEDES-BENZ,GLC,GLC DIESEL ESTATE,AMG Line,GLC 350d 4Matic AMG Line 5dr 9G-Tronic,2016,,Y
77190,MERCEDES-BENZ,GLC,GLC DIESEL ESTATE,AMG Line,GLC 350d 4Matic AMG Line Premium 5dr 9G-Tronic,2016,,Y
77191,MERCEDES-BENZ,GLC,GLC DIESEL ESTATE,AMG Line,GLC 350d 4Matic AMG Line Prem Plus 5dr 9G-Tronic,2016,,Y
77181,MERCEDES-BENZ,GLC COUPE,GLC AMG COUPE,AMG,GLC 43 4Matic 5dr 9G-Tronic,2016,,Y
77182,MERCEDES-BENZ,GLC COUPE,GLC AMG COUPE,AMG,GLC 43 4Matic Premium 5dr 9G-Tronic,2016,,Y
77183,MERCEDES-BENZ,GLC COUPE,GLC AMG COUPE,AMG,GLC 43 4Matic Premium Plus 5dr 9G-Tronic,2016,,Y
81424,MERCEDES-BENZ,GLC COUPE,GLC AMG COUPE,AMG,GLC 63 4Matic 5dr 9G-Tronic,2017,,Y
81425,MERCEDES-BENZ,GLC COUPE,GLC AMG COUPE,AMG,GLC 63 4Matic Premium 5dr 9G-Tronic,2017,,Y
81426,MERCEDES-BENZ,GLC COUPE,GLC AMG COUPE,AMG S,GLC 63 S 4Matic 5dr 9G-Tronic,2017,,Y
81427,MERCEDES-BENZ,GLC COUPE,GLC AMG COUPE,AMG S,GLC 63 S 4Matic Premium 5dr 9G-Tronic,2017,,Y
75244,MERCEDES-BENZ,GLC,GLC AMG ESTATE,AMG,GLC 43 4Matic 5dr 9G-Tronic,2016,,Y
75245,MERCEDES-BENZ,GLC,GLC AMG ESTATE,AMG,GLC 43 4Matic Premium 5dr 9G-Tronic,2016,,Y
75246,MERCEDES-BENZ,GLC,GLC AMG ESTATE,AMG,GLC 43 4Matic Premium Plus 5dr 9G-Tronic,2016,,Y
81429,MERCEDES-BENZ,GLC,GLC AMG ESTATE,AMG,GLC 63 4Matic 5dr 9G-Tronic,2017,,Y
81430,MERCEDES-BENZ,GLC,GLC AMG ESTATE,AMG,GLC 63 4Matic Premium 5dr 9G-Tronic,2017,,Y
81431,MERCEDES-BENZ,GLC,GLC AMG ESTATE,AMG S,GLC 63 S 4Matic 5dr 9G-Tronic,2017,,Y
81432,MERCEDES-BENZ,GLC,GLC AMG ESTATE,AMG S,GLC 63 S 4Matic Premium 5dr 9G-Tronic,2017,,Y
81428,MERCEDES-BENZ,GLC COUPE,GLC AMG COUPE SPECIAL EDITION,AMG S Edition 1,GLC 63 S 4Matic Edition 1 5dr 9G-Tronic,2017,,Y
81433,MERCEDES-BENZ,GLC,GLC AMG ESTATE SPECIAL EDITION,AMG S Edition 1,GLC 63 S 4Matic Edition 1 5dr 9G-Tronic,2017,,Y
72659,MERCEDES-BENZ,E CLASS,E CLASS CABRIOLET,AMG Line Edition,E200 AMG Line Edition 2dr 7G-Tronic,2015,,Y
72660,MERCEDES-BENZ,E CLASS,E CLASS CABRIOLET,AMG Line Edition,E200 AMG Line Edition Premium 2dr 7G-Tronic,2015,,Y
72661,MERCEDES-BENZ,E CLASS,E CLASS CABRIOLET,AMG Line Edition,E400 AMG Line Edition 2dr 7G-Tronic,2015,,Y
72662,MERCEDES-BENZ,E CLASS,E CLASS DIESEL CABRIOLET,AMG Line Edition,E220d AMG Line Edition 2dr 7G-Tronic,2015,,Y
72663,MERCEDES-BENZ,E CLASS,E CLASS DIESEL CABRIOLET,AMG Line Edition,E220d AMG Line Edition Premium 2dr 7G-Tronic,2015,,Y
72664,MERCEDES-BENZ,E CLASS,E CLASS DIESEL CABRIOLET,AMG Line Edition,E350d AMG Line Edition 2dr 9G-Tronic,2015,,Y
72665,MERCEDES-BENZ,E CLASS,E CLASS DIESEL CABRIOLET,AMG Line Edition,E350d AMG Line Edition Premium 2dr 9G-Tronic,2015,,Y
76527,MERCEDES-BENZ,E CLASS,E CLASS SALOON,SE,E350e SE 4dr 9G-Tronic,2016,,Y
76528,MERCEDES-BENZ,E CLASS,E CLASS SALOON,SE Premium,E350e SE Premium 4dr 9G-Tronic,2016,,Y
76529,MERCEDES-BENZ,E CLASS,E CLASS SALOON,SE Premium Plus,E350e SE Premium Plus 4dr 9G-Tronic,2016,,Y
76530,MERCEDES-BENZ,E CLASS,E CLASS SALOON,AMG Line,E350e AMG Line 4dr 9G-Tronic,2016,,Y
76531,MERCEDES-BENZ,E CLASS,E CLASS SALOON,AMG Line Premium,E350e AMG Line Premium 4dr 9G-Tronic,2016,,Y
76532,MERCEDES-BENZ,E CLASS,E CLASS SALOON,AMG Line Premium Plus,E350e AMG Line Premium Plus 4dr 9G-Tronic,2016,,Y
78005,MERCEDES-BENZ,E CLASS,E CLASS COUPE,AMG Line,E300 AMG Line 2dr 9G-Tronic,2017,,Y
78006,MERCEDES-BENZ,E CLASS,E CLASS COUPE,AMG Line,E300 AMG Line Premium 2dr 9G-Tronic,2017,,Y
78007,MERCEDES-BENZ,E CLASS,E CLASS COUPE,AMG Line,E300 AMG Line Premium Plus 2dr 9G-Tronic,2017,,Y
78008,MERCEDES-BENZ,E CLASS,E CLASS COUPE,AMG Line,E400 4Matic AMG Line 2dr 9G-Tronic,2017,,Y
78009,MERCEDES-BENZ,E CLASS,E CLASS COUPE,AMG Line,E400 4Matic AMG Line Premium 2dr 9G-Tronic,2017,,Y
78010,MERCEDES-BENZ,E CLASS,E CLASS COUPE,AMG Line,E400 4Matic AMG Line Premium Plus 2dr 9G-Tronic,2017,,Y
81030,MERCEDES-BENZ,E CLASS,E CLASS CABRIOLET,AMG Line,E300 AMG Line 2dr 9G-Tronic,2017,,Y
81031,MERCEDES-BENZ,E CLASS,E CLASS CABRIOLET,AMG Line,E300 AMG Line Premium 2dr 9G-Tronic,2017,,Y
81032,MERCEDES-BENZ,E CLASS,E CLASS CABRIOLET,AMG Line,E300 AMG Line Premium Plus 2dr 9G-Tronic,2017,,Y
81033,MERCEDES-BENZ,E CLASS,E CLASS CABRIOLET,AMG Line,E400 4Matic AMG Line 2dr 9G-Tronic,2017,,Y
81034,MERCEDES-BENZ,E CLASS,E CLASS CABRIOLET,AMG Line,E400 4Matic AMG Line Premium 2dr 9G-Tronic,2017,,Y
81035,MERCEDES-BENZ,E CLASS,E CLASS CABRIOLET,AMG Line,E400 4Matic AMG Line Premium Plus 2dr 9G-Tronic,2017,,Y
76408,MERCEDES-BENZ,E CLASS,E CLASS DIESEL SALOON,SE,E200d SE 4dr 9G-Tronic,2016,,Y
76409,MERCEDES-BENZ,E CLASS,E CLASS DIESEL SALOON,SE,E200d SE Premium 4dr 9G-Tronic,2016,,Y
76410,MERCEDES-BENZ,E CLASS,E CLASS DIESEL SALOON,SE,E200d SE Premium Plus 4dr 9G-Tronic,2016,,Y
76411,MERCEDES-BENZ,E CLASS,E CLASS DIESEL SALOON,AMG Line,E200d AMG Line 4dr 9G-Tronic,2016,,Y
76412,MERCEDES-BENZ,E CLASS,E CLASS DIESEL SALOON,AMG Line,E200d AMG Line Premium 4dr 9G-Tronic,2016,,Y
76413,MERCEDES-BENZ,E CLASS,E CLASS DIESEL SALOON,AMG Line,E200d AMG Line Premium Plus 4dr 9G-Tronic,2016,,Y
73863,MERCEDES-BENZ,E CLASS,E CLASS DIESEL SALOON,SE,E220d SE 4dr 9G-Tronic,2016,,Y
73864,MERCEDES-BENZ,E CLASS,E CLASS DIESEL SALOON,SE,E220d SE Premium 4dr 9G-Tronic,2016,,Y
73865,MERCEDES-BENZ,E CLASS,E CLASS DIESEL SALOON,SE,E220d SE Premium Plus 4dr 9G-Tronic,2016,,Y
73866,MERCEDES-BENZ,E CLASS,E CLASS DIESEL SALOON,AMG Line,E220d AMG Line 4dr 9G-Tronic,2016,,Y
73867,MERCEDES-BENZ,E CLASS,E CLASS DIESEL SALOON,AMG Line,E220d AMG Line Premium 4dr 9G-Tronic,2016,,Y
73868,MERCEDES-BENZ,E CLASS,E CLASS DIESEL SALOON,AMG Line,E220d AMG Line Premium Plus 4dr 9G-Tronic,2016,,Y
77194,MERCEDES-BENZ,E CLASS,E CLASS DIESEL SALOON,SE,E220d 4Matic SE 4dr 9G-Tronic,2016,,Y
77195,MERCEDES-BENZ,E CLASS,E CLASS DIESEL SALOON,SE,E220d 4Matic SE Premium 4dr 9G-Tronic,2016,,Y
77196,MERCEDES-BENZ,E CLASS,E CLASS DIESEL SALOON,SE,E220d 4Matic SE Premium Plus 4dr 9G-Tronic,2016,,Y
77197,MERCEDES-BENZ,E CLASS,E CLASS DIESEL SALOON,AMG Line,E220d 4Matic AMG Line 4dr 9G-Tronic,2016,,Y
77198,MERCEDES-BENZ,E CLASS,E CLASS DIESEL SALOON,AMG Line,E220d 4Matic AMG Line Premium 4dr 9G-Tronic,2016,,Y
77199,MERCEDES-BENZ,E CLASS,E CLASS DIESEL SALOON,AMG Line,E220d 4Matic AMG Line Premium Plus 4dr 9G-Tronic,2016,,Y
73872,MERCEDES-BENZ,E CLASS,E CLASS DIESEL SALOON,AMG Line,E350d AMG Line 4dr 9G-Tronic,2016,,Y
73873,MERCEDES-BENZ,E CLASS,E CLASS DIESEL SALOON,AMG Line,E350d AMG Line Premium 4dr 9G-Tronic,2016,,Y
73874,MERCEDES-BENZ,E CLASS,E CLASS DIESEL SALOON,AMG Line,E350d AMG Line Premium Plus 4dr 9G-Tronic,2016,,Y
80414,MERCEDES-BENZ,E CLASS,E CLASS DIESEL SALOON,AMG Line,E350d 4Matic AMG Line 4dr 9G-Tronic,2017,,Y
80415,MERCEDES-BENZ,E CLASS,E CLASS DIESEL SALOON,AMG Line,E350d 4Matic AMG Line Premium 4dr 9G-Tronic,2017,,Y
80416,MERCEDES-BENZ,E CLASS,E CLASS DIESEL SALOON,AMG Line,E350d 4Matic AMG Line Premium Plus 4dr 9G-Tronic,2017,,Y
77200,MERCEDES-BENZ,E CLASS,E CLASS DIESEL ESTATE,SE,E200d SE 5dr 9G-Tronic,2016,,Y
77201,MERCEDES-BENZ,E CLASS,E CLASS DIESEL ESTATE,SE,E200d SE Premium 5dr 9G-Tronic,2016,,Y
77202,MERCEDES-BENZ,E CLASS,E CLASS DIESEL ESTATE,SE,E200d SE Premium Plus 5dr 9G-Tronic,2016,,Y
77203,MERCEDES-BENZ,E CLASS,E CLASS DIESEL ESTATE,AMG Line,E200d AMG Line 5dr 9G-Tronic,2016,,Y
77204,MERCEDES-BENZ,E CLASS,E CLASS DIESEL ESTATE,AMG Line,E200d AMG Line Premium 5dr 9G-Tronic,2016,,Y
77205,MERCEDES-BENZ,E CLASS,E CLASS DIESEL ESTATE,AMG Line,E200d AMG Line Premium Plus 5dr 9G-Tronic,2016,,Y
76414,MERCEDES-BENZ,E CLASS,E CLASS DIESEL ESTATE,SE,E220d SE 5dr 9G-Tronic,2016,,Y
76415,MERCEDES-BENZ,E CLASS,E CLASS DIESEL ESTATE,SE,E220d SE Premium 5dr 9G-Tronic,2016,,Y
76416,MERCEDES-BENZ,E CLASS,E CLASS DIESEL ESTATE,SE,E220d SE Premium Plus 5dr 9G-Tronic,2016,,Y
76417,MERCEDES-BENZ,E CLASS,E CLASS DIESEL ESTATE,AMG Line,E220d AMG Line 5dr 9G-Tronic,2016,,Y
76418,MERCEDES-BENZ,E CLASS,E CLASS DIESEL ESTATE,AMG Line,E220d AMG Line Premium 5dr 9G-Tronic,2016,,Y
76419,MERCEDES-BENZ,E CLASS,E CLASS DIESEL ESTATE,AMG Line,E220d AMG Line Premium Plus 5dr 9G-Tronic,2016,,Y
78706,MERCEDES-BENZ,E CLASS,E CLASS DIESEL ESTATE,SE,E220d 4Matic SE 5dr 9G-Tronic,2017,,Y
78707,MERCEDES-BENZ,E CLASS,E CLASS DIESEL ESTATE,SE,E220d 4Matic SE Premium 5dr 9G-Tronic,2017,,Y
78708,MERCEDES-BENZ,E CLASS,E CLASS DIESEL ESTATE,SE,E220d 4Matic SE Premium Plus 5dr 9G-Tronic,2017,,Y
78709,MERCEDES-BENZ,E CLASS,E CLASS DIESEL ESTATE,AMG Line,E220d 4Matic AMG Line 5dr 9G-Tronic,2017,,Y
78710,MERCEDES-BENZ,E CLASS,E CLASS DIESEL ESTATE,AMG Line,E220d 4Matic AMG Line Premium 5dr 9G-Tronic,2017,,Y
78711,MERCEDES-BENZ,E CLASS,E CLASS DIESEL ESTATE,AMG Line,E220d 4Matic AMG Line Premium Plus 5dr 9G-Tronic,2017,,Y
77209,MERCEDES-BENZ,E CLASS,E CLASS DIESEL ESTATE,AMG Line,E350d AMG Line 5dr 9G-Tronic,2016,,Y
77210,MERCEDES-BENZ,E CLASS,E CLASS DIESEL ESTATE,AMG Line,E350d AMG Line Premium 5dr 9G-Tronic,2016,,Y
77211,MERCEDES-BENZ,E CLASS,E CLASS DIESEL ESTATE,AMG Line,E350d AMG Line Premium Plus 5dr 9G-Tronic,2016,,Y
80417,MERCEDES-BENZ,E CLASS,E CLASS DIESEL ESTATE,AMG Line,E350d 4Matic AMG Line 5dr 9G-Tronic,2017,,Y
80418,MERCEDES-BENZ,E CLASS,E CLASS DIESEL ESTATE,AMG Line,E350d 4Matic AMG Line Premium 5dr 9G-Tronic,2017,,Y
80419,MERCEDES-BENZ,E CLASS,E CLASS DIESEL ESTATE,AMG Line,E350d 4Matic AMG Line Premium Plus 5dr 9G-Tronic,2017,,Y
80425,MERCEDES-BENZ,E CLASS,E CLASS DIESEL ESTATE ALL-TERRAIN,,E350d 4Matic 5dr 9G-Tronic,2017,,Y
78002,MERCEDES-BENZ,E CLASS,E CLASS DIESEL COUPE,AMG Line,E220d AMG Line 2dr 9G-Tronic,2017,,Y
78003,MERCEDES-BENZ,E CLASS,E CLASS DIESEL COUPE,AMG Line,E220d AMG Line Premium 2dr 9G-Tronic,2017,,Y
78004,MERCEDES-BENZ,E CLASS,E CLASS DIESEL COUPE,AMG Line,E220d AMG Line Premium Plus 2dr 9G-Tronic,2017,,Y
81042,MERCEDES-BENZ,E CLASS,E CLASS DIESEL COUPE,AMG Line,E220d 4Matic AMG Line 2dr 9G-Tronic,2017,,Y
81043,MERCEDES-BENZ,E CLASS,E CLASS DIESEL COUPE,AMG Line,E220d 4Matic AMG Line Premium 2dr 9G-Tronic,2017,,Y
81044,MERCEDES-BENZ,E CLASS,E CLASS DIESEL COUPE,AMG Line,E220d 4Matic AMG Line Premium Plus 2dr 9G-Tronic,2017,,Y
81045,MERCEDES-BENZ,E CLASS,E CLASS DIESEL COUPE,AMG Line,E350d 4Matic AMG Line 2dr 9G-Tronic,2017,,Y
81046,MERCEDES-BENZ,E CLASS,E CLASS DIESEL COUPE,AMG Line,E350d 4Matic AMG Line Premium 2dr 9G-Tronic,2017,,Y
81047,MERCEDES-BENZ,E CLASS,E CLASS DIESEL COUPE,AMG Line,E350d 4Matic AMG Line Premium Plus 2dr 9G-Tronic,2017,,Y
81036,MERCEDES-BENZ,E CLASS,E CLASS DIESEL CABRIOLET,AMG Line,E220d AMG Line 2dr 9G-Tronic,2017,,Y
81037,MERCEDES-BENZ,E CLASS,E CLASS DIESEL CABRIOLET,AMG Line,E220d AMG Line Premium 2dr 9G-Tronic,2017,,Y
81038,MERCEDES-BENZ,E CLASS,E CLASS DIESEL CABRIOLET,AMG Line,E220d AMG Line Premium Plus 2dr 9G-Tronic,2017,,Y
81039,MERCEDES-BENZ,E CLASS,E CLASS DIESEL CABRIOLET,AMG Line,E350d 4Matic AMG Line 2dr 9G-Tronic,2017,,Y
81040,MERCEDES-BENZ,E CLASS,E CLASS DIESEL CABRIOLET,AMG Line,E350d 4Matic AMG Line Premium 2dr 9G-Tronic,2017,,Y
81041,MERCEDES-BENZ,E CLASS,E CLASS DIESEL CABRIOLET,AMG Line,E350d 4Matic AMG Line Premium Plus 2dr 9G-Tronic,2017,,Y
